nj = 20;
due =  [1032 1017 1080 1218 1239 1314 1491 1200 1212 960 1350 1068 1272 1143 720 1014
     873 987 951 999];
nm = 15;
Ops = {
 <1 1 4 8 0 16 4 1>
 <1 1 4 6 0 16 6 2>
 <1 1 4 5 0 16 9 3>
 <1 1 4 4 0 16 12 4>
 <1 1 4 3 0 16 17 5>
 <1 2 5 73 0 4 5 1>
 <1 2 5 56 0 4 8 2>
 <1 2 5 47 0 4 12 3>
 <1 2 5 41 0 4 15 4>
 <1 2 5 34 0 4 22 5>
 <1 3 3 49 0 5 3 1>
 <1 3 3 37 0 5 5 2>
 <1 3 3 31 0 5 7 3>
 <1 3 3 28 0 5 9 4>
 <1 3 3 23 0 5 13 5>
 <1 4 6 24 0 3 5 1>
 <1 4 6 18 0 3 8 2>
 <1 4 6 15 0 3 12 3>
 <1 4 6 13 0 3 15 4>
 <1 4 6 11 0 3 22 5>
 <1 5 7 81 0 6 3 1>
 <1 5 7 62 0 6 5 2>
 <1 5 7 52 0 6 7 3>
 <1 5 7 46 0 6 9 4>
 <1 5 7 38 0 6 13 5>
 <1 6 2 68 0 7 5 1>
 <1 6 2 52 0 7 8 2>
 <1 6 2 43 0 7 12 3>
 <1 6 2 38 0 7 15 4>
 <1 6 2 32 0 7 22 5>
 <1 7 1 23 0 2 3 1>
 <1 7 1 17 0 2 5 2>
 <1 7 1 14 0 2 7 3>
 <1 7 1 13 0 2 9 4>
 <1 7 1 10 0 2 13 5>
 <1 8 13 69 0 1 4 1>
 <1 8 13 53 0 1 6 2>
 <1 8 13 44 0 1 9 3>
 <1 8 13 39 0 1 12 4>
 <1 8 13 32 0 1 17 5>
 <1 9 9 74 0 13 4 1>
 <1 9 9 56 0 13 6 2>
 <1 9 9 47 0 13 9 3>
 <1 9 9 42 0 13 12 4>
 <1 9 9 35 0 13 17 5>
 <1 10 11 45 0 9 4 1>
 <1 10 11 34 0 9 6 2>
 <1 10 11 29 0 9 9 3>
 <1 10 11 25 0 9 12 4>
 <1 10 11 21 0 9 17 5>
 <1 11 12 4 0 11 4 1>
 <1 11 12 3 0 11 6 2>
 <1 11 12 2 0 11 9 3>
 <1 11 12 2 0 11 12 4>
 <1 11 12 1 0 11 17 5>
 <1 12 15 59 0 12 3 1>
 <1 12 15 45 0 12 5 2>
 <1 12 15 38 0 12 7 3>
 <1 12 15 33 0 12 9 4>
 <1 12 15 28 0 12 13 5>
 <1 13 10 25 0 15 4 1>
 <1 13 10 19 0 15 6 2>
 <1 13 10 16 0 15 9 3>
 <1 13 10 14 0 15 12 4>
 <1 13 10 11 0 15 17 5>
 <1 14 8 70 0 10 3 1>
 <1 14 8 53 0 10 5 2>
 <1 14 8 45 0 10 7 3>
 <1 14 8 40 0 10 9 4>
 <1 14 8 33 0 10 13 5>
 <1 15 14 68 1 8 3 1>
 <1 15 14 52 1 8 5 2>
 <1 15 14 43 1 8 7 3>
 <1 15 14 38 1 8 9 4>
 <1 15 14 32 1 8 13 5>
 <2 1 4 34 0 16 3 1>
 <2 1 4 26 0 16 5 2>
 <2 1 4 21 0 16 7 3>
 <2 1 4 19 0 16 9 4>
 <2 1 4 16 0 16 13 5>
 <2 2 3 33 0 4 4 1>
 <2 2 3 25 0 4 6 2>
 <2 2 3 21 0 4 9 3>
 <2 2 3 18 0 4 12 4>
 <2 2 3 15 0 4 17 5>
 <2 3 6 7 0 3 4 1>
 <2 3 6 5 0 3 6 2>
 <2 3 6 4 0 3 9 3>
 <2 3 6 4 0 3 12 4>
 <2 3 6 3 0 3 17 5>
 <2 4 2 69 0 6 3 1>
 <2 4 2 53 0 6 5 2>
 <2 4 2 44 0 6 7 3>
 <2 4 2 39 0 6 9 4>
 <2 4 2 32 0 6 13 5>
 <2 5 5 54 0 2 3 1>
 <2 5 5 41 0 2 5 2>
 <2 5 5 34 0 2 7 3>
 <2 5 5 30 0 2 9 4>
 <2 5 5 25 0 2 13 5>
 <2 6 7 18 0 5 3 1>
 <2 6 7 13 0 5 5 2>
 <2 6 7 11 0 5 7 3>
 <2 6 7 10 0 5 9 4>
 <2 6 7 8 0 5 13 5>
 <2 7 1 38 0 7 5 1>
 <2 7 1 29 0 7 8 2>
 <2 7 1 24 0 7 12 3>
 <2 7 1 21 0 7 15 4>
 <2 7 1 18 0 7 22 5>
 <2 8 9 28 0 1 4 1>
 <2 8 9 21 0 1 6 2>
 <2 8 9 18 0 1 9 3>
 <2 8 9 16 0 1 12 4>
 <2 8 9 13 0 1 17 5>
 <2 9 13 12 0 9 3 1>
 <2 9 13 9 0 9 5 2>
 <2 9 13 7 0 9 7 3>
 <2 9 13 6 0 9 9 4>
 <2 9 13 5 0 9 13 5>
 <2 10 15 50 0 13 4 1>
 <2 10 15 38 0 13 6 2>
 <2 10 15 32 0 13 9 3>
 <2 10 15 28 0 13 12 4>
 <2 10 15 23 0 13 17 5>
 <2 11 11 66 0 15 4 1>
 <2 11 11 50 0 15 6 2>
 <2 11 11 42 0 15 9 3>
 <2 11 11 37 0 15 12 4>
 <2 11 11 31 0 15 17 5>
 <2 12 8 81 0 11 4 1>
 <2 12 8 62 0 11 6 2>
 <2 12 8 52 0 11 9 3>
 <2 12 8 46 0 11 12 4>
 <2 12 8 38 0 11 17 5>
 <2 13 10 81 0 8 3 1>
 <2 13 10 62 0 8 5 2>
 <2 13 10 52 0 8 7 3>
 <2 13 10 46 0 8 9 4>
 <2 13 10 38 0 8 13 5>
 <2 14 14 91 0 10 5 1>
 <2 14 14 70 0 10 8 2>
 <2 14 14 58 0 10 12 3>
 <2 14 14 52 0 10 15 4>
 <2 14 14 43 0 10 22 5>
 <2 15 12 66 1 14 4 1>
 <2 15 12 50 1 14 6 2>
 <2 15 12 42 1 14 9 3>
 <2 15 12 37 1 14 12 4>
 <2 15 12 31 1 14 17 5>
 <3 1 1 8 0 16 4 1>
 <3 1 1 6 0 16 6 2>
 <3 1 1 5 0 16 9 3>
 <3 1 1 4 0 16 12 4>
 <3 1 1 3 0 16 17 5>
 <3 2 7 20 0 1 4 1>
 <3 2 7 15 0 1 6 2>
 <3 2 7 12 0 1 9 3>
 <3 2 7 11 0 1 12 4>
 <3 2 7 9 0 1 17 5>
 <3 3 4 52 0 7 4 1>
 <3 3 4 40 0 7 6 2>
 <3 3 4 33 0 7 9 3>
 <3 3 4 29 0 7 12 4>
 <3 3 4 24 0 7 17 5>
 <3 4 5 83 0 4 5 1>
 <3 4 5 63 0 4 8 2>
 <3 4 5 53 0 4 12 3>
 <3 4 5 47 0 4 15 4>
 <3 4 5 39 0 4 22 5>
 <3 5 6 18 0 5 5 1>
 <3 5 6 13 0 5 8 2>
 <3 5 6 11 0 5 12 3>
 <3 5 6 10 0 5 15 4>
 <3 5 6 8 0 5 22 5>
 <3 6 3 82 0 6 3 1>
 <3 6 3 63 0 6 5 2>
 <3 6 3 52 0 6 7 3>
 <3 6 3 46 0 6 9 4>
 <3 6 3 39 0 6 13 5>
 <3 7 2 68 0 3 5 1>
 <3 7 2 52 0 3 8 2>
 <3 7 2 43 0 3 12 3>
 <3 7 2 38 0 3 15 4>
 <3 7 2 32 0 3 22 5>
 <3 8 8 50 0 2 4 1>
 <3 8 8 38 0 2 6 2>
 <3 8 8 32 0 2 9 3>
 <3 8 8 28 0 2 12 4>
 <3 8 8 23 0 2 17 5>
 <3 9 15 54 0 8 3 1>
 <3 9 15 41 0 8 5 2>
 <3 9 15 34 0 8 7 3>
 <3 9 15 30 0 8 9 4>
 <3 9 15 25 0 8 13 5>
 <3 10 12 6 0 15 5 1>
 <3 10 12 4 0 15 8 2>
 <3 10 12 3 0 15 12 3>
 <3 10 12 3 0 15 15 4>
 <3 10 12 2 0 15 22 5>
 <3 11 11 73 0 12 5 1>
 <3 11 11 56 0 12 8 2>
 <3 11 11 47 0 12 12 3>
 <3 11 11 41 0 12 15 4>
 <3 11 11 34 0 12 22 5>
 <3 12 14 48 0 11 3 1>
 <3 12 14 36 0 11 5 2>
 <3 12 14 30 0 11 7 3>
 <3 12 14 27 0 11 9 4>
 <3 12 14 22 0 11 13 5>
 <3 13 10 20 0 14 5 1>
 <3 13 10 15 0 14 8 2>
 <3 13 10 12 0 14 12 3>
 <3 13 10 11 0 14 15 4>
 <3 13 10 9 0 14 22 5>
 <3 14 9 93 0 10 4 1>
 <3 14 9 71 0 10 6 2>
 <3 14 9 60 0 10 9 3>
 <3 14 9 53 0 10 12 4>
 <3 14 9 44 0 10 17 5>
 <3 15 13 99 1 9 4 1>
 <3 15 13 76 1 9 6 2>
 <3 15 13 63 1 9 9 3>
 <3 15 13 56 1 9 12 4>
 <3 15 13 47 1 9 17 5>
 <4 1 3 41 0 16 5 1>
 <4 1 3 31 0 16 8 2>
 <4 1 3 26 0 16 12 3>
 <4 1 3 23 0 16 15 4>
 <4 1 3 19 0 16 22 5>
 <4 2 1 72 0 3 4 1>
 <4 2 1 55 0 3 6 2>
 <4 2 1 46 0 3 9 3>
 <4 2 1 41 0 3 12 4>
 <4 2 1 34 0 3 17 5>
 <4 3 2 91 0 1 4 1>
 <4 3 2 70 0 1 6 2>
 <4 3 2 58 0 1 9 3>
 <4 3 2 52 0 1 12 4>
 <4 3 2 43 0 1 17 5>
 <4 4 5 52 0 2 4 1>
 <4 4 5 40 0 2 6 2>
 <4 4 5 33 0 2 9 3>
 <4 4 5 29 0 2 12 4>
 <4 4 5 24 0 2 17 5>
 <4 5 6 30 0 5 3 1>
 <4 5 6 23 0 5 5 2>
 <4 5 6 19 0 5 7 3>
 <4 5 6 17 0 5 9 4>
 <4 5 6 14 0 5 13 5>
 <4 6 4 1 0 6 5 1>
 <4 6 4 0 0 6 8 2>
 <4 6 4 0 0 6 12 3>
 <4 6 4 0 0 6 15 4>
 <4 6 4 0 0 6 22 5>
 <4 7 7 92 0 4 4 1>
 <4 7 7 70 0 4 6 2>
 <4 7 7 59 0 4 9 3>
 <4 7 7 52 0 4 12 4>
 <4 7 7 43 0 4 17 5>
 <4 8 14 52 0 7 5 1>
 <4 8 14 40 0 7 8 2>
 <4 8 14 33 0 7 12 3>
 <4 8 14 29 0 7 15 4>
 <4 8 14 24 0 7 22 5>
 <4 9 9 41 0 14 4 1>
 <4 9 9 31 0 14 6 2>
 <4 9 9 26 0 14 9 3>
 <4 9 9 23 0 14 12 4>
 <4 9 9 19 0 14 17 5>
 <4 10 10 45 0 9 5 1>
 <4 10 10 34 0 9 8 2>
 <4 10 10 29 0 9 12 3>
 <4 10 10 25 0 9 15 4>
 <4 10 10 21 0 9 22 5>
 <4 11 15 43 0 10 5 1>
 <4 11 15 33 0 10 8 2>
 <4 11 15 27 0 10 12 3>
 <4 11 15 24 0 10 15 4>
 <4 11 15 20 0 10 22 5>
 <4 12 13 97 0 15 5 1>
 <4 12 13 74 0 15 8 2>
 <4 12 13 62 0 15 12 3>
 <4 12 13 55 0 15 15 4>
 <4 12 13 46 0 15 22 5>
 <4 13 11 64 0 13 5 1>
 <4 13 11 49 0 13 8 2>
 <4 13 11 41 0 13 12 3>
 <4 13 11 36 0 13 15 4>
 <4 13 11 30 0 13 22 5>
 <4 14 12 71 0 11 3 1>
 <4 14 12 54 0 11 5 2>
 <4 14 12 45 0 11 7 3>
 <4 14 12 40 0 11 9 4>
 <4 14 12 33 0 11 13 5>
 <4 15 8 76 1 12 5 1>
 <4 15 8 58 1 12 8 2>
 <4 15 8 49 1 12 12 3>
 <4 15 8 43 1 12 15 4>
 <4 15 8 36 1 12 22 5>
 <5 1 1 48 0 16 4 1>
 <5 1 1 36 0 16 6 2>
 <5 1 1 30 0 16 9 3>
 <5 1 1 27 0 16 12 4>
 <5 1 1 22 0 16 17 5>
 <5 2 2 44 0 1 3 1>
 <5 2 2 33 0 1 5 2>
 <5 2 2 28 0 1 7 3>
 <5 2 2 25 0 1 9 4>
 <5 2 2 20 0 1 13 5>
 <5 3 6 49 0 2 5 1>
 <5 3 6 37 0 2 8 2>
 <5 3 6 31 0 2 12 3>
 <5 3 6 28 0 2 15 4>
 <5 3 6 23 0 2 22 5>
 <5 4 7 92 0 6 5 1>
 <5 4 7 70 0 6 8 2>
 <5 4 7 59 0 6 12 3>
 <5 4 7 52 0 6 15 4>
 <5 4 7 43 0 6 22 5>
 <5 5 4 29 0 7 5 1>
 <5 5 4 22 0 7 8 2>
 <5 5 4 18 0 7 12 3>
